genero,especie,latitude,longitude
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,-3.85472,-32.44056
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,-27.18333,-52.38333
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,-27.18333,-52.38333
Oxysarcodexia,thornax,-27.18333,-52.38333
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,-15.30092,-55.84086
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77689,-55.24881
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77689,-55.24881
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-21.63894,-57.7056
Oxysarcodexia,thornax,-21.63894,-57.7056
Oxysarcodexia,thornax,-21.63894,-57.7056
Oxysarcodexia,thornax,-19.77689,-55.24881
Oxysarcodexia,thornax,-21.63894,-57.7056
Oxysarcodexia,thornax,-21.63894,-57.7056
Oxysarcodexia,thornax,-19.77689,-55.24881
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-19.77928,-55.24339
Oxysarcodexia,thornax,-22.80214,-43.7538
Oxysarcodexia,thornax,-22.80214,-43.7538
Oxysarcodexia,thornax,-22.80214,-43.7538
Oxysarcodexia,thornax,-22.80214,-43.7538
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-25.14889,-53.825
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,3.37705,-61.4356
Oxysarcodexia,thornax,3.37705,-61.4356
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,-22.43586,-44.62533
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,-22.4813,-41.88252
Oxysarcodexia,thornax,-22.4813,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,-22.4813,-41.88252
Oxysarcodexia,thornax,-22.4813,-41.88252
Oxysarcodexia,thornax,-22.48548,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.4846,-41.88252
Oxysarcodexia,thornax,-22.48488,-41.88252
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,NA,NA
Oxysarcodexia,thornax,-7.36967,-47.26581
Oxysarcodexia,thornax,-7.36967,-47.26581
Oxysarcodexia,thornax,-7.33647,-47.26663
Oxysarcodexia,thornax,-7.33647,-47.26663
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.356,-47.21278
Oxysarcodexia,thornax,-7.42466,-46.64755
Oxysarcodexia,thornax,-7.42466,-46.64755
Oxysarcodexia,thornax,-7.47465,-46.1009
Oxysarcodexia,thornax,-7.47465,-46.1009
Oxysarcodexia,thornax,-7.47465,-46.1009
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-7.486,-46.1225
Oxysarcodexia,thornax,-4.81971,-44.92654
Oxysarcodexia,thornax,-4.81971,-44.92654
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-4.77312,-44.88344
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
Oxysarcodexia,thornax,-22.85167,-43.24083
